unit_nr,time_cycles,op_setting_1,op_setting_2,sensor_2,sensor_3,sensor_4,sensor_7,sensor_11,sensor_12,sensor_15,sensor_21,failure_within_30
4,55,0.0004,0.0002,642.02,1587.01,1406.46,554.03,47.16,521.4,8.401,23.3281,0
4,56,-0.0035,0.0001,642.8,1594.24,1403.34,553.93,47.35,521.47,8.42,23.3547,0
4,57,0.0018,0.0003,642.3,1585.96,1404.0,553.5,47.43,521.84,8.4312,23.4221,0
4,58,0.0002,0.0003,642.66,1590.94,1405.24,553.27,47.39,522.02,8.4203,23.2575,0
4,59,-0.0002,0.0,642.32,1600.12,1398.12,554.75,47.46,522.35,8.383,23.3164,0
4,60,-0.0024,-0.0003,642.31,1576.64,1404.66,553.49,47.29,521.94,8.4349,23.3673,0
4,61,-0.0012,0.0003,642.56,1587.51,1407.15,553.77,47.39,521.79,8.4231,23.3748,0
4,62,0.0003,0.0004,642.69,1588.08,1407.72,553.74,47.16,521.39,8.4133,23.2919,0
4,63,0.0015,0.0002,642.45,1587.6,1410.95,553.89,47.39,522.11,8.4424,23.3359,0
4,64,-0.003,0.0,642.68,1591.76,1403.8,554.25,47.33,521.61,8.4002,23.2918,0
4,65,0.0002,0.0005,642.8,1590.85,1407.01,554.03,47.24,522.14,8.4314,23.4812,0
4,66,0.0023,0.0,642.9,1583.9,1402.56,554.13,47.35,521.43,8.405,23.3588,0
4,67,0.0029,-0.0003,642.21,1592.37,1395.74,553.47,47.43,521.63,8.4517,23.4225,0
4,68,0.0041,-0.0001,642.44,1587.83,1408.43,554.03,47.53,521.92,8.433,23.4063,0
4,69,-0.0002,-0.0003,642.74,1588.44,1409.93,553.75,47.33,521.74,8.4094,23.3788,0
4,70,0.0002,0.0003,642.42,1590.37,1403.68,553.6,47.37,521.9,8.4232,23.2755,0
4,71,-0.0022,-0.0003,642.63,1585.71,1410.7,554.23,47.37,521.71,8.417,23.3652,0
4,72,-0.0021,0.0002,642.69,1584.72,1408.21,553.62,47.27,521.5,8.4053,23.3367,0
4,73,0.0001,0.0001,642.35,1588.43,1409.32,554.1,47.4,521.85,8.4666,23.2982,0
4,74,0.0044,0.0001,642.6,1588.1,1407.74,553.31,47.31,521.67,8.431,23.3864,0
4,75,-0.0003,-0.0003,642.42,1593.17,1400.47,554.13,47.43,521.95,8.4095,23.3053,0
4,76,0.0055,0.0,641.86,1588.78,1405.44,553.56,47.42,521.95,8.4142,23.2617,0
4,77,0.002,0.0004,642.77,1588.91,1398.16,553.43,47.32,521.22,8.423,23.2448,0
4,78,-0.0014,0.0001,642.66,1587.09,1408.49,554.03,47.46,521.53,8.4084,23.3512,0
4,79,0.0014,0.0004,642.14,1592.26,1407.47,553.13,47.39,521.93,8.4384,23.4146,0
4,80,-0.0,0.0001,642.98,1588.2,1405.22,554.66,47.36,521.78,8.3982,23.2887,0
4,81,-0.0003,0.0,642.26,1582.27,1408.32,553.51,47.39,521.35,8.4252,23.34,0
4,82,-0.0003,0.0004,642.66,1582.04,1404.73,553.76,47.3,521.87,8.4169,23.2496,0
4,83,-0.0002,0.0005,642.13,1588.16,1406.59,554.25,47.34,521.82,8.4433,23.3686,0
4,84,-0.0029,0.0006,642.91,1589.92,1403.9,553.48,47.52,521.63,8.4081,23.4161,0
4,85,-0.0001,0.0001,642.29,1579.9,1399.07,553.85,47.27,521.6,8.4401,23.3839,0
4,86,0.0016,-0.0,642.21,1591.36,1407.58,553.52,47.42,521.74,8.4306,23.3293,0
4,87,-0.0015,0.0005,642.7,1587.37,1406.05,553.83,47.5,522.01,8.4359,23.3269,0
4,88,0.0001,-0.0003,642.68,1584.7,1398.74,554.23,47.32,521.36,8.4428,23.2128,0
4,89,0.0006,-0.0002,641.97,1578.65,1394.77,553.55,47.56,522.15,8.4233,23.3807,0
4,90,0.0001,0.0003,643.32,1586.92,1408.45,553.98,47.32,522.22,8.4484,23.322,0
4,91,0.0018,0.0002,642.79,1589.6,1404.18,553.48,47.15,522.23,8.4301,23.2897,0
4,92,0.0015,0.0004,642.41,1590.17,1403.99,554.49,47.55,521.56,8.4255,23.284,0
4,93,-0.003,0.0005,642.24,1588.28,1398.67,554.07,47.58,521.54,8.3856,23.3528,0
4,94,-0.0036,0.0004,642.5,1588.54,1406.69,553.76,47.34,521.82,8.4313,23.3703,0
4,95,0.0041,0.0004,642.48,1586.25,1398.8,553.44,47.5,521.88,8.4065,23.3431,0
4,96,-0.0015,0.0003,642.18,1578.8,1406.96,554.08,47.36,521.8,8.4226,23.3729,0
4,97,0.0001,0.0006,642.95,1586.68,1411.12,553.05,47.5,521.96,8.4375,23.2882,0
4,98,-0.0011,0.0001,643.06,1583.61,1403.34,553.68,47.3,521.65,8.4055,23.2429,0
4,99,-0.0005,-0.0004,642.79,1592.78,1405.64,554.62,47.28,521.35,8.4113,23.1897,0
4,100,-0.0005,-0.0003,642.67,1588.11,1406.26,553.72,47.25,521.77,8.4332,23.3289,0
4,101,0.0005,0.0003,642.29,1590.1,1412.21,553.91,47.42,521.3,8.4383,23.3956,0
4,102,0.0002,0.0002,642.5,1593.07,1400.79,553.63,47.54,521.4,8.435,23.2938,0
4,103,-0.0024,0.0001,642.83,1596.05,1400.74,553.62,47.39,521.69,8.4328,23.4523,0
4,104,0.0012,0.0005,642.27,1593.03,1403.56,553.84,47.39,522.48,8.4194,23.3294,0
4,105,0.0001,0.0002,642.48,1587.15,1406.58,553.9,47.31,521.63,8.4449,23.3576,0
4,106,-0.0032,-0.0004,642.24,1588.91,1402.75,553.63,47.53,521.62,8.444,23.2776,0
4,107,0.0,-0.0002,642.55,1585.56,1400.45,553.78,47.4,521.19,8.4383,23.3614,0
4,108,-0.0026,0.0,642.13,1585.18,1412.75,553.97,47.44,521.99,8.4316,23.3725,0
4,109,0.0007,-0.0004,642.89,1586.34,1407.61,553.4,47.36,522.15,8.4531,23.364,0
4,110,-0.0009,0.0004,642.47,1581.85,1401.8,553.86,47.37,521.74,8.428,23.4095,0
4,111,-0.0013,-0.0003,642.16,1584.52,1405.22,554.14,47.31,521.69,8.4456,23.2463,0
4,112,0.0016,0.0002,642.15,1597.05,1400.11,552.93,47.42,522.25,8.4411,23.3104,0
4,113,0.0004,0.0,642.41,1592.69,1416.04,552.71,47.43,521.8,8.4388,23.3268,0
4,114,0.0011,0.0001,642.5,1585.29,1404.61,553.9,47.61,521.65,8.4342,23.3543,0
4,115,0.0017,0.0,643.11,1584.82,1399.39,552.89,47.61,521.77,8.4147,23.3361,0
4,116,0.0015,0.0003,642.57,1587.97,1409.77,553.1,47.49,521.75,8.427,23.2845,0
4,117,-0.0047,-0.0,642.97,1588.0,1409.2,552.71,47.32,521.82,8.4302,23.2139,0
4,118,-0.0015,0.0,642.45,1595.31,1404.31,554.2,47.6,521.78,8.4114,23.3721,0
4,119,0.0005,-0.0002,642.81,1587.57,1411.87,553.91,47.56,521.37,8.4816,23.2425,0
4,120,0.0015,0.0001,642.13,1590.46,1405.88,553.5,47.52,521.55,8.4146,23.1853,0
4,121,-0.0022,-0.0003,642.58,1598.61,1403.36,553.35,47.59,521.67,8.4659,23.341,0
4,122,0.0003,-0.0004,643.12,1594.36,1405.56,553.28,47.42,521.2,8.4275,23.2929,0
4,123,0.0007,0.0004,642.56,1586.4,1411.81,553.42,47.59,521.67,8.4384,23.3391,0
4,124,-0.0019,0.0001,642.64,1587.87,1400.87,552.7,47.49,521.33,8.4403,23.3158,0
4,125,0.0002,0.0002,642.59,1580.17,1404.02,554.55,47.41,521.68,8.4458,23.3211,0
4,126,0.0012,-0.0003,642.56,1592.43,1405.07,553.81,47.58,521.34,8.4565,23.3087,0
4,127,0.0027,-0.0001,641.87,1591.59,1410.29,553.36,47.49,521.72,8.4477,23.309,0
4,128,0.0008,0.0001,642.77,1592.21,1417.91,553.31,47.79,521.41,8.4198,23.3167,0
4,129,0.0026,0.0001,642.3,1589.44,1403.6,553.88,47.45,521.31,8.4495,23.372,0
4,130,-0.002,0.0002,642.28,1593.61,1406.21,553.45,47.48,521.63,8.4323,23.4297,0
4,131,-0.0022,-0.0003,642.81,1593.8,1399.75,553.55,47.5,521.17,8.4256,23.2136,0
4,132,0.0007,0.0004,642.41,1591.45,1409.15,552.95,47.75,521.67,8.4385,23.2413,0
4,133,-0.0006,0.0,642.95,1592.11,1412.36,553.82,47.62,521.53,8.4652,23.1877,0
4,134,-0.0001,0.0006,642.82,1590.54,1413.59,553.25,47.61,521.45,8.43,23.3469,0
4,135,-0.0009,-0.0002,642.8,1586.98,1406.54,553.14,47.67,521.43,8.4922,23.2783,0
4,136,-0.0009,0.0001,642.88,1588.88,1410.65,553.84,47.76,521.58,8.4835,23.2597,0
4,137,0.0021,0.0004,642.35,1585.35,1408.59,553.73,47.39,521.1,8.477,23.2531,0
4,138,0.0001,-0.0003,642.62,1589.11,1403.15,553.42,47.46,521.47,8.4499,23.1688,0
4,139,0.002,-0.0001,642.51,1590.51,1411.62,553.22,47.45,521.29,8.4225,23.3399,0
4,140,-0.0014,0.0005,642.43,1589.98,1410.55,553.09,47.56,521.39,8.4522,23.2221,0
4,141,0.0051,0.0004,642.78,1586.02,1408.52,553.54,47.65,521.74,8.4545,23.2515,0
4,142,-0.0003,0.0002,642.15,1595.19,1409.14,553.18,47.69,521.28,8.4665,23.1726,0
4,143,-0.0012,0.0003,642.74,1586.75,1406.34,553.08,47.54,520.98,8.4173,23.3044,0
4,144,-0.0008,0.0003,642.6,1588.23,1411.01,552.42,47.69,521.76,8.4334,23.2699,0
4,145,0.0006,0.0005,643.07,1594.62,1405.43,553.62,47.57,521.38,8.4518,23.2125,0
4,146,0.0005,0.0003,642.72,1595.94,1417.08,553.21,47.61,521.18,8.4524,23.1458,0
4,147,-0.0004,0.0004,642.82,1590.96,1411.57,552.95,47.66,520.91,8.4496,23.1977,0
4,148,-0.0018,-0.0001,643.09,1593.59,1418.28,553.32,47.67,521.91,8.4355,23.2993,0
4,149,-0.0008,0.0004,642.58,1595.24,1414.42,553.21,47.76,520.79,8.4816,23.2122,0
4,150,-0.0007,-0.0003,642.46,1598.82,1407.68,553.14,47.64,521.43,8.4365,23.1649,0
4,151,0.0013,0.0003,643.25,1594.25,1410.11,552.94,47.65,521.43,8.4765,23.3152,0
4,152,-0.0026,-0.0002,642.68,1588.06,1415.81,552.63,47.55,521.42,8.461,23.2845,0
4,153,-0.0003,0.0001,643.02,1589.96,1410.75,553.13,47.64,520.97,8.43,23.2261,0
4,154,0.0038,0.0002,642.87,1596.48,1407.58,553.0,47.76,521.02,8.4262,23.3318,0
4,155,0.0022,0.0001,643.05,1591.94,1406.1,552.85,47.84,520.72,8.4545,23.2332,0
4,156,-0.0002,-0.0001,642.54,1594.01,1414.19,552.21,47.65,521.36,8.4546,23.2384,0
4,157,0.0027,0.0,642.8,1597.71,1413.68,553.49,47.6,521.41,8.43,23.277,0
4,158,-0.003,-0.0004,643.0,1593.74,1420.79,553.11,47.63,520.95,8.46,23.3178,0
4,159,0.002,0.0005,642.82,1590.08,1417.62,552.63,47.61,520.9,8.475,23.276,1
4,160,-0.0004,0.0005,643.24,1597.66,1412.93,553.83,47.7,520.75,8.4473,23.2558,1
4,161,-0.0,0.0004,643.02,1590.53,1413.51,552.28,47.64,521.19,8.4741,23.1832,1
4,162,-0.0028,0.0004,642.91,1589.2,1419.09,553.87,47.63,520.91,8.4931,23.3013,1
4,163,-0.0041,-0.0002,643.32,1596.69,1417.32,552.17,47.92,520.94,8.4594,23.1648,1
4,164,-0.0029,-0.0002,643.2,1588.21,1411.81,552.75,47.91,520.75,8.4816,23.1351,1
4,165,0.0037,0.0003,643.38,1598.42,1413.9,552.16,47.56,521.46,8.4613,23.2052,1
4,166,-0.0043,-0.0003,642.83,1595.07,1410.18,552.22,47.82,520.54,8.4633,23.1746,1
4,167,-0.0006,0.0,642.97,1596.98,1410.22,552.3,47.91,521.24,8.4678,23.1656,1
4,168,-0.0028,0.0002,642.86,1594.46,1416.01,552.58,47.83,521.13,8.4806,23.2878,1
4,169,0.0011,0.0001,643.25,1592.7,1419.62,552.91,47.8,521.24,8.4926,23.1847,1
4,170,0.0023,0.0002,643.6,1595.73,1412.94,552.45,47.8,520.77,8.492,23.2325,1
4,171,0.002,-0.0003,643.69,1594.79,1416.71,552.21,47.74,520.85,8.49,23.2471,1
4,172,0.0015,-0.0002,643.28,1597.1,1417.89,552.65,47.88,520.72,8.5017,23.0502,1
4,173,-0.0033,-0.0,642.87,1598.3,1422.56,552.08,47.61,520.53,8.4829,23.1664,1
4,174,0.0021,-0.0003,643.09,1600.79,1423.58,552.74,47.85,520.61,8.4928,23.2417,1
4,175,0.0027,0.0004,643.17,1598.28,1419.52,552.39,47.95,520.47,8.4826,23.1571,1
4,176,0.0033,0.0003,643.36,1601.11,1427.72,552.62,47.83,520.61,8.4822,23.1426,1
4,177,0.0034,-0.0001,643.15,1603.1,1424.69,552.77,47.99,520.82,8.5026,23.1635,1
4,178,0.0006,0.0003,643.38,1606.48,1431.78,551.71,47.86,520.28,8.4992,23.1181,1
4,179,0.0014,0.0,643.6,1604.11,1424.1,552.19,48.0,520.52,8.5289,23.0599,1
4,180,0.0001,-0.0002,643.58,1610.29,1425.23,551.7,47.95,520.33,8.4966,23.1739,1
4,181,0.0004,-0.0002,643.34,1597.16,1413.99,551.82,47.95,520.24,8.4821,23.1169,1
4,182,0.0007,-0.0,643.42,1603.95,1429.48,551.77,47.96,520.55,8.5069,23.0709,1
4,183,0.0034,0.0002,644.5,1602.97,1426.55,551.6,48.08,520.17,8.5034,23.0511,1
4,184,-0.001,0.0003,643.44,1608.22,1426.27,552.01,48.04,520.07,8.5011,23.0651,1
4,185,-0.0031,0.0005,643.27,1607.57,1429.22,551.91,48.19,520.12,8.5254,23.118,1
4,186,-0.0003,-0.0001,643.45,1608.24,1427.17,551.9,48.21,520.26,8.4873,23.1353,1
4,187,-0.0005,0.0005,643.69,1603.04,1422.74,552.02,48.08,519.6,8.5283,23.0135,1
4,188,0.0006,0.0001,643.48,1602.23,1434.12,551.81,48.15,520.12,8.5462,23.071,1
4,189,-0.0024,-0.0002,644.53,1612.11,1432.55,551.93,48.15,519.84,8.5246,23.1006,1
5,1,0.0031,0.0002,641.77,1583.59,1395.26,554.39,47.19,522.34,8.4102,23.4468,0
5,2,0.0002,0.0003,642.42,1589.69,1394.88,555.57,47.09,522.6,8.4053,23.4075,0
5,3,0.0002,-0.0005,642.07,1582.45,1396.29,554.49,47.11,522.85,8.399,23.3298,0
5,4,0.0017,-0.0004,642.08,1586.84,1397.94,555.16,47.29,522.11,8.3876,23.4306,0
5,5,-0.0007,0.0001,642.03,1581.45,1394.28,554.59,47.09,522.6,8.4129,23.3331,0
5,6,0.0018,0.0002,642.32,1586.1,1390.56,554.53,47.16,522.87,8.4204,23.3878,0
5,7,0.0019,0.0001,642.78,1585.21,1399.1,554.85,47.14,522.52,8.3913,23.382,0
5,8,-0.0016,-0.0002,642.49,1585.88,1393.41,554.33,47.03,522.41,8.4054,23.4495,0
5,9,0.0029,0.0002,641.69,1581.46,1394.2,554.67,47.34,522.58,8.3796,23.3762,0
5,10,0.0001,0.0003,642.18,1583.92,1390.3,554.84,47.32,522.67,8.4089,23.4213,0
5,11,-0.0026,-0.0003,641.9,1585.25,1393.09,554.2,47.3,522.0,8.4091,23.4847,0
5,12,-0.0009,-0.0001,641.97,1583.89,1394.07,554.27,47.12,522.96,8.4233,23.3806,0
5,13,-0.0051,-0.0005,641.9,1579.55,1402.31,554.75,47.11,522.42,8.386,23.4476,0
5,14,-0.0,0.0004,641.93,1578.03,1396.28,554.52,47.26,522.19,8.4214,23.3733,0
5,15,0.0011,-0.0001,641.88,1589.42,1394.11,554.45,47.09,522.74,8.4073,23.4795,0
5,16,-0.0037,0.0004,641.56,1578.43,1390.29,555.11,47.08,522.24,8.4266,23.4884,0
5,17,-0.0008,-0.0001,642.0,1581.87,1400.59,554.31,47.11,522.89,8.4072,23.4556,0
5,18,-0.0027,0.0001,642.05,1584.71,1391.09,554.25,46.98,522.64,8.4151,23.461,0
5,19,-0.0009,-0.0002,642.36,1588.06,1397.43,554.38,46.98,522.65,8.3674,23.3752,0
5,20,0.0019,0.0002,642.27,1582.85,1393.07,554.69,47.13,522.0,8.3831,23.3702,0
5,21,-0.0017,-0.0003,642.05,1581.71,1397.41,554.37,47.23,522.4,8.4071,23.3812,0
5,22,0.0014,-0.0002,642.38,1581.33,1399.59,554.31,47.16,522.75,8.3886,23.4457,0
5,23,0.0052,-0.0001,641.57,1582.59,1399.12,554.48,47.18,522.7,8.3548,23.3328,0
5,24,0.0002,0.0002,642.13,1592.43,1400.89,554.1,47.25,522.21,8.4095,23.4933,0
5,25,0.0026,-0.0005,642.05,1582.82,1397.33,554.78,47.19,522.81,8.4151,23.4193,0
5,26,0.0012,0.0,641.61,1578.77,1398.19,554.93,47.17,522.41,8.3536,23.5227,0
5,27,-0.0001,-0.0002,642.22,1582.69,1394.22,554.27,47.01,522.5,8.4066,23.3803,0
5,28,-0.0015,-0.0005,641.97,1575.77,1402.43,554.6,47.3,522.4,8.3934,23.3974,0
5,29,0.0037,-0.0005,642.48,1576.5,1392.82,554.63,46.97,522.78,8.3735,23.41,0
5,30,0.0007,-0.0004,642.66,1574.8,1397.69,555.05,47.24,522.87,8.4038,23.4437,0
5,31,-0.0014,-0.0003,642.06,1585.84,1402.33,554.3,47.08,522.24,8.3824,23.5503,0
5,32,0.0043,-0.0001,642.41,1582.76,1397.12,554.32,47.39,522.4,8.3851,23.4547,0
5,33,0.0017,-0.0002,641.76,1591.02,1402.42,554.4,47.13,522.07,8.3967,23.433,0
5,34,0.0017,-0.0,641.68,1581.62,1392.22,554.29,47.21,522.15,8.395,23.3981,0
5,35,0.0039,0.0001,642.16,1580.02,1395.31,553.66,47.14,522.45,8.4074,23.4449,0
5,36,-0.0032,0.0001,641.3,1586.91,1394.4,554.14,47.09,521.96,8.4091,23.4607,0
5,37,-0.0011,0.0001,642.04,1585.52,1394.71,554.97,47.06,522.39,8.397,23.4577,0
5,38,0.002,-0.0002,642.38,1584.21,1396.82,554.48,47.22,522.25,8.3893,23.458,0
5,39,-0.0,-0.0002,641.82,1578.77,1396.39,555.04,47.2,522.43,8.4239,23.5068,0
5,40,0.0001,-0.0002,642.76,1583.56,1402.27,554.38,47.25,522.25,8.4272,23.3585,0
5,41,0.0011,-0.0001,642.82,1585.13,1399.13,554.75,47.22,522.21,8.398,23.4126,0
5,42,0.0001,-0.0002,641.92,1589.59,1394.97,554.13,47.37,522.62,8.3654,23.4851,0
5,43,-0.0015,-0.0004,641.78,1587.27,1394.26,554.64,47.01,522.37,8.3975,23.442,0
5,44,-0.0011,-0.0001,641.77,1583.83,1395.7,555.48,47.32,522.68,8.4219,23.3576,0
5,45,0.0028,0.0004,642.32,1584.3,1399.71,554.7,47.0,522.54,8.3735,23.3398,0
5,46,-0.0023,-0.0003,642.24,1586.87,1400.55,554.49,47.27,521.62,8.4055,23.3304,0
5,47,0.0002,-0.0002,641.95,1579.17,1397.44,554.74,47.05,522.57,8.4182,23.4378,0
5,48,0.0037,0.0,641.38,1576.29,1395.62,554.93,47.24,522.65,8.3869,23.4698,0
5,49,0.0004,-0.0004,642.11,1583.18,1394.48,554.64,47.07,522.5,8.398,23.311,0
5,50,-0.0011,-0.0001,642.2,1586.48,1403.06,554.98,47.37,522.56,8.4228,23.3994,0
5,51,-0.0037,0.0,642.32,1580.84,1393.67,555.05,47.27,521.92,8.4279,23.513,0
5,52,0.0006,-0.0,641.86,1585.97,1403.88,554.94,47.06,522.03,8.431,23.3502,0
5,53,0.0008,0.0001,642.2,1582.71,1393.24,554.25,47.2,522.72,8.3814,23.5408,0
5,54,-0.0023,0.0005,642.14,1577.1,1399.58,554.19,47.25,522.25,8.3797,23.4374,0
5,55,-0.0004,-0.0005,641.98,1586.8,1394.57,555.17,47.11,522.39,8.4043,23.4353,0
5,56,-0.0016,0.0003,642.12,1581.49,1397.74,554.59,47.2,522.7,8.3772,23.4661,0
5,57,-0.0002,0.0001,641.95,1578.24,1394.93,554.47,47.18,522.61,8.4152,23.458,0
5,58,-0.0008,0.0004,642.61,1581.9,1399.9,554.31,47.18,522.44,8.4093,23.3758,0
5,59,0.001,0.0005,642.05,1589.45,1400.43,554.4,47.24,522.46,8.4024,23.4878,0
5,60,-0.0008,-0.0005,642.0,1582.34,1396.08,554.45,47.0,522.22,8.4251,23.3856,0
5,61,-0.0024,0.0001,642.36,1586.95,1396.92,554.64,47.12,522.82,8.3844,23.3773,0
5,62,0.0025,-0.0001,641.94,1581.42,1406.63,554.57,47.33,522.33,8.4145,23.4888,0
5,63,0.003,0.0003,642.18,1585.76,1392.17,554.81,47.31,522.15,8.3846,23.4232,0
5,64,0.0001,-0.0002,642.4,1586.2,1396.45,554.12,47.15,522.26,8.3905,23.4054,0
5,65,0.0006,-0.0001,641.96,1578.21,1389.19,554.64,47.02,522.18,8.4485,23.5078,0
5,66,0.005,0.0004,642.16,1582.39,1402.35,554.21,47.0,522.25,8.3881,23.3782,0
5,67,0.0005,-0.0004,641.67,1582.01,1396.82,555.49,47.11,522.57,8.4105,23.3088,0
5,68,-0.0018,0.0001,642.0,1579.94,1395.59,554.06,47.27,522.92,8.425,23.3948,0
5,69,-0.0017,-0.0002,641.9,1589.43,1390.32,554.63,47.1,522.89,8.4083,23.414,0
5,70,0.0009,-0.0004,641.86,1583.3,1389.87,554.51,47.1,522.38,8.3582,23.3696,0
5,71,0.0011,0.0004,642.35,1581.52,1401.7,554.13,47.26,521.97,8.3996,23.3416,0
5,72,0.0036,-0.0003,641.76,1580.74,1399.84,554.47,47.06,522.41,8.4018,23.4505,0
5,73,-0.0012,-0.0002,642.28,1586.66,1396.49,554.24,47.45,522.42,8.4145,23.5003,0
5,74,-0.005,-0.0002,642.05,1576.18,1403.57,553.43,47.22,523.04,8.3815,23.4514,0
5,75,0.0011,-0.0004,642.34,1576.87,1395.05,554.16,47.08,522.12,8.4485,23.3528,0
5,76,0.0014,0.0005,642.29,1585.43,1402.8,554.33,47.46,522.81,8.3913,23.4149,0
5,77,-0.0016,-0.0001,642.99,1582.03,1400.14,554.69,47.43,522.21,8.3842,23.4504,0
5,78,0.0011,-0.0005,642.15,1593.61,1407.48,554.27,47.16,521.77,8.3796,23.3962,0
5,79,-0.0004,-0.0001,642.16,1583.08,1401.35,554.27,47.2,522.78,8.4122,23.4195,0
5,80,-0.0032,0.0003,642.18,1582.73,1396.24,554.33,47.34,522.68,8.422,23.4154,0
5,81,0.0009,-0.0005,642.38,1592.17,1400.48,554.47,47.26,522.34,8.4031,23.4464,0
5,82,-0.0001,-0.0001,642.5,1584.27,1400.08,555.48,47.19,522.64,8.4127,23.333,0
5,83,0.0018,-0.0003,642.19,1588.18,1395.2,554.3,47.29,522.79,8.3695,23.4349,0
5,84,-0.0018,0.0001,642.59,1587.38,1396.86,554.86,47.2,522.1,8.4186,23.41,0
5,85,0.0015,-0.0003,642.42,1582.86,1403.16,554.41,47.24,522.75,8.425,23.359,0
5,86,0.0017,-0.0002,642.21,1585.24,1402.72,554.86,47.29,522.21,8.4018,23.362,0
5,87,-0.0001,-0.0005,642.39,1588.63,1399.65,554.98,47.2,522.54,8.4232,23.4197,0
5,88,0.0014,-0.0005,642.38,1588.61,1400.56,554.18,47.09,522.95,8.3992,23.3229,0
5,89,-0.0028,0.0003,642.54,1580.0,1399.09,554.3,47.18,522.33,8.3848,23.3537,0
5,90,0.0025,0.0001,641.75,1587.26,1398.29,554.88,47.18,522.32,8.4278,23.4179,0
5,91,-0.0052,-0.0001,642.4,1584.88,1397.86,554.37,47.3,522.69,8.4312,23.476,0
5,92,-0.0015,-0.0002,641.96,1584.87,1397.48,554.48,47.19,522.91,8.3722,23.3706,0
5,93,-0.0028,0.0001,642.14,1586.11,1407.84,554.78,47.23,522.39,8.3897,23.3175,0
5,94,0.0021,-0.0003,642.44,1589.66,1402.46,554.69,47.26,522.37,8.4148,23.4094,0
5,95,0.0002,0.0001,642.27,1580.93,1394.89,554.31,47.35,522.12,8.396,23.3527,0
5,96,0.0004,-0.0001,642.62,1580.17,1403.38,554.06,47.17,522.42,8.4102,23.3657,0
5,97,-0.0029,0.0004,641.94,1580.56,1403.69,554.62,47.14,522.36,8.4089,23.5044,0
5,98,0.0028,-0.0002,641.62,1581.93,1395.22,554.37,47.2,522.18,8.4027,23.4596,0
5,99,-0.0012,-0.0002,642.17,1591.08,1391.43,554.22,47.18,522.54,8.4152,23.4228,0
5,100,-0.0027,-0.0003,641.92,1585.75,1397.44,553.54,47.17,522.76,8.4161,23.3163,0
5,101,0.0004,-0.0002,642.7,1579.62,1397.41,553.76,47.42,522.09,8.4371,23.3793,0
5,102,0.0027,-0.0002,642.63,1579.47,1393.14,554.64,47.25,521.98,8.3718,23.3448,0
5,103,0.0027,-0.0003,641.39,1585.05,1397.75,553.78,47.18,522.33,8.4155,23.3841,0
5,104,-0.0001,-0.0002,642.13,1588.35,1405.5,553.94,47.32,522.53,8.4004,23.4793,0
5,105,0.0034,-0.0001,642.52,1582.74,1399.72,554.3,47.32,522.66,8.4357,23.3791,0
5,106,0.0022,-0.0,642.42,1585.81,1399.66,554.65,47.33,521.77,8.402,23.4664,0
5,107,-0.0009,0.0002,642.12,1580.22,1403.27,554.18,47.03,521.47,8.4003,23.3522,0
5,108,-0.0004,0.0002,642.61,1592.57,1406.74,554.05,47.16,522.49,8.4056,23.3899,0
5,109,0.0012,0.0002,642.03,1581.03,1391.38,554.31,47.35,521.91,8.3903,23.3034,0
5,110,0.003,-0.0005,641.57,1580.4,1400.61,554.33,47.11,522.08,8.4118,23.428,0
5,111,0.0008,-0.0001,642.12,1588.25,1399.03,553.91,47.31,521.67,8.3775,23.3769,0
5,112,0.0035,0.0,642.18,1578.36,1398.63,553.6,47.22,522.31,8.4042,23.472,0
5,113,-0.0047,-0.0005,642.47,1581.8,1397.04,554.59,47.33,522.01,8.4125,23.4274,0
5,114,0.0023,-0.0004,642.12,1586.53,1399.95,554.2,47.42,522.84,8.4299,23.4386,0
5,115,-0.0003,0.0,642.77,1582.08,1402.61,555.09,47.24,522.32,8.3732,23.5323,0
5,116,0.0029,-0.0003,641.54,1578.3,1397.36,554.95,47.24,522.38,8.4089,23.4573,0
5,117,0.0002,0.0001,642.57,1585.3,1406.58,554.4,47.23,521.54,8.3931,23.3632,0
5,118,-0.0023,0.0004,642.04,1589.99,1394.96,554.57,47.36,522.24,8.4122,23.369,0
5,119,0.0028,-0.0002,642.25,1585.03,1391.47,554.5,47.35,522.22,8.4193,23.3717,0
5,120,0.0003,-0.0002,641.96,1587.16,1405.61,554.14,47.33,521.61,8.4223,23.3627,0
5,121,0.0007,-0.0004,642.57,1584.87,1402.45,554.38,47.31,522.52,8.4385,23.4894,0
5,122,0.0015,0.0003,641.78,1580.36,1396.67,554.41,47.26,522.73,8.4298,23.2826,0
5,123,0.0015,-0.0004,641.65,1588.78,1401.27,554.09,47.19,522.02,8.3626,23.3777,0
5,124,0.0045,0.0003,642.63,1589.31,1397.74,554.24,47.37,522.08,8.4326,23.3583,0
5,125,-0.0017,0.0001,641.73,1578.0,1406.98,554.33,47.3,522.24,8.3917,23.355,0
5,126,-0.0009,-0.0001,641.86,1582.79,1410.79,553.99,47.17,522.12,8.4112,23.4284,0
5,127,-0.0006,-0.0,642.43,1583.6,1408.51,554.6,47.33,522.54,8.3721,23.4354,0
5,128,-0.005,0.0002,642.35,1589.76,1404.39,553.89,47.41,521.77,8.3979,23.315,0
5,129,0.0023,-0.0003,642.68,1588.84,1397.11,554.65,47.19,522.49,8.3929,23.3206,0
5,130,0.0021,0.0001,643.07,1586.07,1408.21,553.76,47.27,522.11,8.4067,23.363,0
